epoch,train_loss,val_f1,val_acc
1,1.9618866443634033,0.13389337386029954,0.35034708044099633
2,2.3344802856445312,0.21334611353400074,0.3323805634953042
3,2.111506223678589,0.09933679423719265,0.2758268681094324
4,1.8467940092086792,0.08567303064334991,0.27256022866476115
5,1.6019397974014282,0.08567303064334991,0.27256022866476115
6,1.4579778909683228,0.08567303064334991,0.27256022866476115
7,1.384475588798523,0.08567303064334991,0.27256022866476115
8,1.4031206369400024,0.08567303064334991,0.27256022866476115
9,1.396214485168457,0.08567303064334991,0.27256022866476115
10,1.3513625860214233,0.08567303064334991,0.27256022866476115
11,1.3188893795013428,0.08567303064334991,0.27256022866476115
12,1.3011603355407715,0.13151798880334362,0.2717435688035933
13,1.2924695014953613,0.10631089791635437,0.3619844834626378
14,1.289035677909851,0.10631089791635437,0.3619844834626378
15,1.2799420356750488,0.10631089791635437,0.3619844834626378
16,1.269813895225525,0.1721808719010577,0.36055532870559415
17,1.2558919191360474,0.09224651093300126,0.2772560228664761
18,1.2449086904525757,0.08587530548204705,0.27256022866476115
19,1.2420045137405396,0.08587530548204705,0.27256022866476115
20,1.2358258962631226,0.08587530548204705,0.27256022866476115
21,1.2346376180648804,0.08736844766831396,0.2737852184565129
22,1.2300682067871094,0.09381479725339374,0.2790935075541037
23,1.2227402925491333,0.10729439715709854,0.2907309105757452
24,1.2205049991607666,0.12894842870349438,0.31175990200081666
25,1.210819959640503,0.15883060739794314,0.34524295630869745
26,1.2080442905426025,0.17551106935017652,0.3666802776643528
27,1.199084997177124,0.17204092777345562,0.36075949367088606
28,1.194313645362854,0.1632112332306343,0.3499387505104124
29,1.1880574226379395,0.15602313622706082,0.3421804818293181
30,1.1830793619155884,0.15037882636333202,0.33544303797468356
31,1.1782315969467163,0.15453198296010212,0.34095549203756637
32,1.1740361452102661,0.16779609323173938,0.3589220089832585
33,1.1682796478271484,0.18554170118765662,0.384238464679461
34,1.1628903150558472,0.19833491812256637,0.4032258064516129
35,1.157982587814331,0.20435167237795276,0.4148632094732544
36,1.1546403169631958,0.2075837616878319,0.4218048182931809
37,1.1481610536575317,0.2089318325389077,0.4238464679461004
38,1.141327977180481,0.20493023401928862,0.4156798693344222
39,1.1359320878982544,0.19990840350542327,0.4064924458962842
40,1.1316365003585815,0.19711987328901448,0.4017966516945692
41,1.1276167631149292,0.1989301804021419,0.40485912617394854
42,1.1228479146957397,0.2029582632828017,0.4115965700285831
43,1.1184419393539429,0.20645533110472133,0.4156798693344222
44,1.1141976118087769,0.20666311021308212,0.4154757043691303
45,1.1043000221252441,0.2068707050882182,0.4154757043691303
46,1.1010503768920898,0.2082151789594314,0.4181298489179257
47,1.0982553958892822,0.21059196940598807,0.4222131482237648
48,1.0892478227615356,0.20967137078154927,0.4203756635361372
49,1.0849229097366333,0.20765874055354022,0.4140465496120866
50,1.0810099840164185,0.21021655913822257,0.4154757043691303
51,1.0760356187820435,0.21090165327562366,0.4140465496120866
52,1.07060968875885,0.21205615363100566,0.4160881992650061
53,1.068076491355896,0.2143280137126249,0.4156798693344222
54,1.0634065866470337,0.2179940987754707,0.4195590036749694
55,1.05329430103302,0.22712668355575877,0.4267047774601878
56,1.0488383769989014,0.23312154458571124,0.42935892200898323
57,1.047931432723999,0.23590296217643014,0.43201306655777866
58,1.0432939529418945,0.23509178586174168,0.43262556145365455
59,1.0412741899490356,0.23215153769195718,0.42895059207839936
60,1.0325961112976074,0.2334023322873561,0.42792976725193954
61,1.0300498008728027,0.24179429146748896,0.4273172723560637
62,1.023253083229065,0.2542458900222248,0.4324213964883626
63,1.0232644081115723,0.26165065503620843,0.43487137607186604
64,1.0159298181533813,0.2614377129619245,0.4356880359330339
65,1.0097780227661133,0.26388163108544604,0.4391588403429971
66,1.006034255027771,0.2687703001685168,0.44426296447529606
67,1.0014140605926514,0.2780891824019594,0.4495712535728869
68,0.9950287342071533,0.28915795152493373,0.45345038791343406
69,0.995701014995575,0.3019073080381952,0.4573295222539812
70,0.9927724599838257,0.2977427117388307,0.453654552878726
71,0.9849034547805786,0.30374602299816,0.45855451204573294
72,0.9827010035514832,0.3162367115209866,0.4657002858309514
73,0.9804348945617676,0.3266747152558274,0.47386688444262964
74,0.9742481708526611,0.3228373679424135,0.4708044099632503
75,0.9703580737113953,0.299310705529577,0.46325030624744795
76,0.9707217812538147,0.32346711044090914,0.46610861576153534
77,0.9691028594970703,0.29261078656626205,0.4503879134340547
78,0.9622994661331177,0.3122611409530148,0.4608003266639445
79,0.9566898941993713,0.32067322674790655,0.4650877909350755
80,0.9551065564155579,0.3124532571864058,0.4657002858309514
81,0.9503452181816101,0.34691775075702413,0.4740710494079216
82,0.9496785402297974,0.3287819250294688,0.4748877092690894
83,0.9429812431335449,0.31701436189976734,0.47427521437321357
84,0.9441378116607666,0.3433485430141084,0.4783585136790527
85,0.9425616264343262,0.33251334767359364,0.4791751735402205
86,0.9353396892547607,0.3309212340850568,0.47305022458146184
87,0.9323768019676208,0.3412369000003746,0.4846876276031033
88,0.928229808807373,0.3318996336911459,0.4828501429154757
89,0.9278568029403687,0.35813363214224486,0.48346263781135157
90,0.9243737459182739,0.36951530131148214,0.47876684360963656
91,0.9222166538238525,0.36378838400887514,0.48264597795018377
92,0.9193102717399597,0.36365883422402245,0.47427521437321357
93,0.9200646281242371,0.3588551884427361,0.4797876684360964
94,0.9151924848556519,0.36131123092699585,0.4806043282972642
95,0.9108933210372925,0.3650440337132803,0.4708044099632503
96,0.910995364189148,0.3548634148405444,0.4726418946508779
97,0.9095060229301453,0.3626350697245674,0.46222948142098813
98,0.9061582088470459,0.3684995252662085,0.4728460596161699
99,0.9066871404647827,0.3635146471744031,0.45630869742752145
100,0.9038882851600647,0.3636723834547356,0.4497754185381789
1,1.8438143730163574,0.11301458905921194,0.2533687219273173
2,2.1830227375030518,0.15726828287212274,0.3044099632503062
3,2.080899715423584,0.12639617376400447,0.2954267047774602
4,1.7551745176315308,0.08567303064334991,0.27256022866476115
5,1.59299635887146,0.08567303064334991,0.27256022866476115
6,1.5085268020629883,0.08567303064334991,0.27256022866476115
7,1.4552072286605835,0.08567303064334991,0.27256022866476115
8,1.4215627908706665,0.09090321398200371,0.27419354838709675
9,1.3740284442901611,0.10631089791635437,0.3619844834626378
10,1.3374598026275635,0.10631089791635437,0.3619844834626378
11,1.3181350231170654,0.10631089791635437,0.3619844834626378
12,1.3099018335342407,0.10631089791635437,0.3619844834626378
13,1.2947458028793335,0.10631089791635437,0.3619844834626378
14,1.28127121925354,0.10631089791635437,0.3619844834626378
15,1.2728761434555054,0.10631089791635437,0.3619844834626378
16,1.2627674341201782,0.10631089791635437,0.3619844834626378
17,1.2523103952407837,0.10628280101964312,0.3617803184973459
18,1.2490423917770386,0.10785285798372998,0.36280114332380564
19,1.2413263320922852,0.10785285798372998,0.36280114332380564
20,1.2380021810531616,0.10791288199333385,0.3630053082890976
21,1.232678771018982,0.11093770356531989,0.3634136382196815
22,1.2271028757095337,0.12891346641789328,0.3701510820743161
23,1.219299077987671,0.16558801560009195,0.38158432013066557
24,1.2142705917358398,0.1856054355839493,0.39363005308289095
25,1.2061728239059448,0.18473247970529566,0.3926092282564312
26,1.1994054317474365,0.1748769046659115,0.388934258881176
27,1.1947340965270996,0.15410298066120487,0.3787260106165782
28,1.1893881559371948,0.14025422151693295,0.37382605144957126
29,1.1839808225631714,0.13540938893721557,0.3709677419354839
30,1.1788078546524048,0.13827821143967198,0.37260106165781953
31,1.1746846437454224,0.1461500213997283,0.374846876276031
32,1.1693459749221802,0.16000077525224812,0.37811351572070234
33,1.1640794277191162,0.17459837564236882,0.3832176398530012
34,1.1574560403823853,0.181697636966864,0.3832176398530012
35,1.1541093587875366,0.18730828040370137,0.38668844426296445
36,1.1508288383483887,0.19062230069631705,0.3924050632911392
37,1.1440134048461914,0.1926594123411288,0.3944467129440588
38,1.1376105546951294,0.19555061586881586,0.39893834218048185
39,1.1307679414749146,0.1985303293447683,0.4022049816251531
40,1.126235008239746,0.20106781636524054,0.40445079624336466
41,1.1223613023757935,0.20248628566979102,0.4056757860351164
42,1.1175509691238403,0.20231603569087842,0.4042466312780727
43,1.1137406826019287,0.20160695050704,0.4022049816251531
44,1.105855941772461,0.20422737004979305,0.402817476521029
45,1.1003971099853516,0.2072076247727866,0.40608411596570027
46,1.0965005159378052,0.2090442706773606,0.40955492037566354
47,1.091120719909668,0.21049042568777718,0.4115965700285831
48,1.0836459398269653,0.2094835497786791,0.41037158023683135
49,1.077545166015625,0.21109683064786405,0.41180073499387504
50,1.0750503540039062,0.21421036283101422,0.4134340547162107
51,1.0704855918884277,0.21932177021814198,0.4154757043691303
52,1.0654292106628418,0.22557791041875194,0.41915067374438547
53,1.0593632459640503,0.22930089141488236,0.4218048182931809
54,1.0542973279953003,0.23679249923042534,0.4269089424254798
55,1.0496467351913452,0.24045224808742888,0.42854226214781543
56,1.0431153774261475,0.23851089423611418,0.42792976725193954
57,1.0381557941436768,0.23546716708088788,0.42425479787668435
58,1.0377081632614136,0.24000425760698704,0.4273172723560637
59,1.0317134857177734,0.2518384538720499,0.43527970600245
60,1.0255147218704224,0.26810735970298394,0.4430379746835443
61,1.0191335678100586,0.2784315303882606,0.4475296039199673
62,1.0137702226638794,0.27712828198163314,0.4475296039199673
63,1.0100942850112915,0.27296119827901566,0.4448754593711719
64,1.0045310258865356,0.2822389537757529,0.448958758677011
65,1.0014657974243164,0.30284865941623407,0.45896284197631687
66,0.997601330280304,0.31113244346813457,0.46325030624744795
67,0.9931656122207642,0.29841162142178257,0.4579420171498571
68,0.9885355234146118,0.30101926938002443,0.4567170273581054
69,0.9829267263412476,0.30965036681161895,0.46120865659452837
70,0.9780672788619995,0.3172819334261836,0.4650877909350755
71,0.9733689427375793,0.3125594805989499,0.458146182115149
72,0.9709243178367615,0.32789180606563484,0.45712535728868925
73,0.9656087756156921,0.3426133096954728,0.46222948142098813
74,0.9631631970405579,0.3336672632350957,0.4726418946508779
75,0.9585755467414856,0.3343346357414923,0.47590853409554923
76,0.9560546278953552,0.3463003057436825,0.4748877092690894
77,0.9520984888076782,0.3478719744285045,0.46876276031033076
78,0.9489948153495789,0.34247367958661706,0.46753777051857903
79,0.9456346035003662,0.3410386572589873,0.46815026541445487
80,0.944415807723999,0.33002979034009977,0.4734585545120457
81,0.938116729259491,0.34060434958984714,0.4763168640261331
82,0.9366034865379333,0.3395122949556776,0.4697835851367905
83,0.9312900900840759,0.3291248806642112,0.46835443037974683
84,0.9287750124931335,0.36512432556218266,0.47468354430379744
85,0.9238364696502686,0.3780398707441084,0.47795018374846876
86,0.9246599674224854,0.35418346373039156,0.4795835034708044
87,0.9262896180152893,0.3554263908268984,0.4795835034708044
88,0.919317901134491,0.348558835280703,0.47427521437321357
89,0.9142646193504333,0.34097173271627834,0.47243772968558595
90,0.9095189571380615,0.33093454548306844,0.47447937933850554
91,0.9126653671264648,0.35016577881018557,0.47733768885259287
92,0.9139828681945801,0.35784244535616433,0.47305022458146184
93,0.9163253307342529,0.35687828010602896,0.4667211106574112
94,0.9098586440086365,0.3367264165777721,0.4638628011433238
95,0.9027752876281738,0.3378951332878567,0.4679461004491629
96,0.8975138068199158,0.34018444510354723,0.4689669252756227
97,0.9008305668830872,0.3464124726016344,0.46610861576153534
98,0.8929522633552551,0.3588763002956945,0.4638628011433238
99,0.8901042938232422,0.3635947526964801,0.4703960800326664
100,0.8909355998039246,0.35788848971334947,0.4703960800326664
