epoch,train_loss,val_f1,val_acc
1,1.949762225151062,0.07652380952380952,0.125
2,1.75179922580719,0.11640122151750058,0.175
3,2.6586532592773438,0.15631201633195652,0.2375
4,1.5801228284835815,0.18370610010265342,0.275
5,1.7970194816589355,0.19037735849056603,0.275
6,1.8952041864395142,0.22268170426065162,0.3
7,1.521257758140564,0.3500684931506849,0.4625
8,1.219423770904541,0.25999863359978137,0.4875
9,1.3909964561462402,0.23790849673202613,0.4875
10,1.3110452890396118,0.2325581395348837,0.475
11,1.7056679725646973,0.21794117647058825,0.4125
12,1.2812350988388062,0.19697855750487328,0.3625
13,1.551131010055542,0.18084042998743544,0.275
14,1.2556325197219849,0.2574779709454632,0.3875
15,1.4733225107192993,0.24207474632885867,0.4625
16,1.0960876941680908,0.25625378606727245,0.5
17,1.2883402109146118,0.2590214218572206,0.5125
18,1.2608534097671509,0.2522007404360346,0.5
19,1.1487551927566528,0.23226504394861394,0.4625
20,1.1463676691055298,0.2530145066156544,0.4875
21,1.109568476676941,0.2930455927051672,0.475
22,1.2413792610168457,0.2866971027216857,0.45
23,1.1833641529083252,0.26101565101565105,0.4
24,1.093968152999878,0.29757645339734895,0.425
25,1.0823041200637817,0.30371711077593433,0.4375
26,1.1497124433517456,0.32819166990183574,0.4875
27,1.0292632579803467,0.2968627450980392,0.5125
28,1.0490171909332275,0.3147008547008547,0.55
29,1.105292797088623,0.30442917834222183,0.5375
30,1.0320130586624146,0.3133241758241758,0.5625
31,1.174780011177063,0.3029908103592314,0.55
32,1.1559892892837524,0.30442418101992563,0.55
33,1.069838285446167,0.30070818070818073,0.5375
34,0.9801769852638245,0.3204282937165074,0.5375
35,1.0134716033935547,0.3101531303021474,0.5125
36,1.0625951290130615,0.31202967673555915,0.5125
37,1.0044018030166626,0.29626630679262256,0.5125
38,1.0287079811096191,0.31538356538356543,0.55
39,1.0136442184448242,0.2977067377067377,0.525
40,0.9529019594192505,0.3077108849404865,0.55
41,0.9913975596427917,0.34427834291611376,0.575
42,1.0356113910675049,0.34134793998571084,0.575
43,0.9693727493286133,0.3360036099166534,0.55
44,0.9432290196418762,0.3286935286935287,0.5375
45,1.0274536609649658,0.301590174531351,0.5
46,1.0175672769546509,0.3069641846551863,0.525
47,1.1208723783493042,0.251047619047619,0.4875
48,0.9970231652259827,0.2620990120990121,0.5
49,0.9740979671478271,0.30974747474747477,0.525
50,1.0803552865982056,0.31757575757575757,0.5375
51,1.1380380392074585,0.32396396396396393,0.525
52,0.9113247990608215,0.3233082706766917,0.525
53,1.0080280303955078,0.33333333333333326,0.5375
54,1.007513403892517,0.3338345864661654,0.5375
55,0.9271424412727356,0.325436318067897,0.5375
56,0.9508909583091736,0.3267114114984298,0.5375
57,1.0043672323226929,0.3952380952380953,0.5
58,0.9661880135536194,0.39553113553113556,0.5
59,0.9335843324661255,0.4141914750396283,0.5125
